,Conductivity,smiles_list,SMILES_wt_list
1712,4.1753222517434855e-05,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.54555741 0.45444259 0.        ]
1717,8.32798626041089e-05,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.51229852 0.48770148 0.        ]
1722,1.353159528362483e-05,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.97459139 0.02540861 0.        ]
1742,2.285698798491689e-11,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.95870485 0.04129515 0.        ]
1762,1.3641150486410467e-11,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.94783239 0.05216761 0.        ]
1779,2.285698798491689e-11,"['[Mg][Si](CCOCCOCCOC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.99199324 0.00800676 0.        ]
1800,1.5027370704951994e-11,"['[Mg][Si](CCOCCOCCOC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.97960879 0.02039121 0.        ]
1821,2.074856186267753e-11,"['[Mg][Si](CCOCCOCCOC1=C(F)C(F)=C([B-](C3=C(F)C(F)=C(F)C(F)=C3F)(C4=C(F)C(F)=C(F)C(F)=C4F)C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', 'Blank']",[0.98762933 0.01237067 0.        ]
1842,6.180804400469052e-12,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', '[Mg]OCC[Mg]']",[0.00899922 0.82749414 0.16350664]
1862,1.1086028736283252e-11,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', '[Mg]OCC[Mg]']",[0.00445867 0.91453186 0.08100947]
1885,1.921241680949345e-11,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', '[Mg]OCC[Mg]']",[0.00297462 0.94297961 0.05404577]
1908,3.108400713673359e-10,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', '[Mg]OCC[Mg]']",[0.00134851 0.97415046 0.02450103]
1926,8.715634312855001e-11,"['[Mg][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(O[Mg])C', '[Mg][Si](CCCOC(O1)COC1=O)(O[Mg])C', '[Mg]OCC[Mg]']",[6.87047196e-04 9.86830006e-01 1.24829473e-02]
1944,8.079379350378406e-06,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.09560724 0.90439276 0.        ]
1952,3.430220199258385e-05,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.17061611 0.82938389 0.        ]
1961,2.5968268923859194e-08,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.21348315 0.78651685 0.        ]
1970,1.8688997244713845e-05,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.3083004 0.6916996 0.       ]
1980,3.4055087462224296e-07,"['[Mg]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)[Mg]', '[Mg]OCC[Mg]', 'Blank']",[0.31906615 0.68093385 0.        ]
1990,2.04e-07,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1991,3e-06,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1992,8e-06,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1993,3e-06,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1994,2e-06,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1995,9e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1996,5e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1997,3.0000000000000004e-05,"['O=S(C(F)(F)F)([O-])=O', '[Mg]OCC[Mg]', 'Blank']",[0.24181344 0.75818656 0.        ]
1998,6.572158065381374e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]SCC[Mg]', '[Mg]OCCCCOCC[Mg]']",[0.30395343 0.35403267 0.3420139 ]
2018,8.556418144482279e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]SCCCCSCC[Mg]', '[Mg]CCOCCCCO[Mg]']",[0.29967723 0.39271208 0.30761069]
2037,8.155639112960723e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]SCCCCCCSCC[Mg]', '[Mg]OCCCCOCC[Mg]']",[0.27359267 0.43794035 0.28846698]
2056,3.087329622956291e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]SCCCCCCCCSCC[Mg]', '[Mg]OCCCCOCC[Mg]']",[0.24980967 0.47835036 0.27183997]
2077,0.00021402524358537673,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]SCC[Mg]', '[Mg]OCC[Mg]']",[0.33667871 0.35700146 0.30631983]
2095,4.672346043148357e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]S(CSCCSCC[Mg])=O', '[Mg]OCC[Mg]']",[0.28812138 0.41272771 0.29915091]
2107,0.00011397221797094259,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]SCC[Mg]']",[0.2587232  0.37915314 0.36212366]
2127,6.364832807222668e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]SCC[Mg]']",[0.32629754 0.35491456 0.3187879 ]
2147,0.00011539207952233606,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]SCC[Mg]']",[0.19727404 0.43365112 0.36907484]
2163,2.845974470663805e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]S(CCOCCOCCS(CC[Mg])=O)=O', '[Mg]OCC[Mg]']",[0.26739701 0.42269792 0.30990508]
2178,0.0009723933944893468,"['F[B-](F)(F)F', 'CCC(CO[Mg])(C(NC(COCCC#N)(COCCC#N)COCCC#N)=O)C[Mg]', 'Blank']",[0.4452442 0.5547558 0.       ]
2184,0.0001851300847721153,"['F[B-](F)(F)F', 'CCC(CO[Mg])(C(NC(COCCC#N)(COCCC#N)COCCC#N)=O)C[Mg]', 'Blank']",[0.28527915 0.71472085 0.        ]
2190,2.5013588444424863e-06,"['F[B-](F)(F)F', 'CCC(CO[Mg])(COCCC#N)C[Mg]', 'Blank']",[0.2358019 0.7641981 0.       ]
2196,6.663585891351326e-07,"['F[B-](F)(F)F', 'CCC(CO[Mg])(COCCC#N)C[Mg]', 'Blank']",[0.38288605 0.61711395 0.        ]
2202,4.22e-05,"['O=S(F)([N-]S(F)(=O)=O)=O', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.34677556 0.3532254  0.29999904]
2203,7.08e-07,"['O=S(F)([N-]S(F)(=O)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.19088638 0.80911362 0.        ]
2204,0.000109,"['O=S(F)([N-]S(F)(=O)=O)=O', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.39743243 0.42193082 0.18063675]
2205,7.97e-05,"['O=S(F)([N-]S(F)(=O)=O)=O', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.17078806 0.72392249 0.10528945]
2206,4.64e-05,"['O=S(F)([N-]S(F)(=O)=O)=O', '[Mg]OCC[Mg]', 'N#CCCC#N']",[0.17078806 0.72392249 0.10528945]
2207,7.50350195451517e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.07775085 0.61045811 0.31179104]
2216,3.6307805477010065e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.09544325 0.5994955  0.30506125]
2225,5.616606522915224e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.14480056 0.56844829 0.28675115]
2234,4.365158322401656e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.17488387 0.54923783 0.2758783 ]
2243,5.1472942995493904e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.2029497  0.53115082 0.26589948]
2252,3.295300315970643e-05,"['O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O', '[Mg]OCC[Mg]', '[Mg]CC[Mg]']",[0.24166411 0.50597794 0.25235795]
2261,0.00013886698293658043,"['[Mg]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([N-]S([Mg])(=O)=O)(=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.49116342 0.50883658 0.        ]
2271,0.00048520023216328944,"['[Mg]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([N-]S([Mg])(=O)=O)(=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.34123462 0.65876538 0.        ]
2281,4.50225407677649e-07,"['[Mg]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([N-]S([Mg])(=O)=O)(=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.29298287 0.70701713 0.        ]
2292,0.0035085365085647724,"['[Mg]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([N-]S([Mg])(=O)=O)(=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.2489752 0.7510248 0.       ]
2302,0.0007506733533673892,"['[Mg]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([N-]S([Mg])(=O)=O)(=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.21646178 0.78353822 0.        ]
2321,1.3491616877565636e-09,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.96078623 0.025907   0.01330677]
2330,5.658026797137845e-07,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.91588903 0.05556883 0.02854214]
2339,8.78005022031754e-05,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.80328111 0.12996447 0.06675441]
2348,8.801627813581184e-07,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.64517078 0.23442178 0.12040743]
2357,2.0528962433993573e-06,"['[Mg]CC(CC2[Mg])C(O[B-](OC1=O)(OC2=O)OC1=O)=O', '[Mg]OCC[Mg]', '[Mg]CC(C)(C(OCC[Ca])=O)[Mg]']",[0.40496238 0.39311808 0.20191954]
2366,3.241835696108828e-07,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.9 0.1 0. ]
2367,9.674131802136668e-07,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.8 0.2 0. ]
2368,3.1885776673960945e-06,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.6 0.4 0. ]
2369,4.515189685780637e-06,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.5 0.5 0. ]
2370,2.7469389029004343e-06,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.6 0.4 0. ]
2371,1.01670275410171e-06,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.8 0.2 0. ]
2409,0.0012993166388686208,"['C(F)(F)(F)S(=O)(=O)[O-]', 'Blank', 'Blank']",[1. 0. 0.]
2420,1.957343283803573e-05,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', 'Blank']",[0.5 0.5 0. ]
2432,0.003217925609038841,"['C(F)(F)(F)S(=O)(=O)[O-]', 'Blank', 'Blank']",[1. 0. 0.]
2444,5.421743906060388e-07,"['Fc4c(F)c(F)c(S[B-](Sc1c(F)c(F)c(F)c(F)c1F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc3c(F)c(F)c(F)c(F)c3F)c(F)c4F', '[Mg]OCC[Mg]', '[Ca]OC(C([Mg])(C[Mg])C)=O']",[0.5        0.33719106 0.16280894]
2455,3.776060987397034e-05,"['C(F)(F)(F)S(=O)(=O)[O-]', 'Blank', 'Blank']",[1. 0. 0.]
2466,0.0018825737554951298,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]CCO[Mg]', '[Mg]C(C)CO[Mg]']",[0.42442204 0.35649936 0.18050422]
2475,0.002190468438498149,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]CCO[Mg]', '[Mg]C(C)CO[Mg]']",[0.48177637 0.26953981 0.20489668]
2484,0.0017581260140449603,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]C(C)CO[Mg]', '[Mg]CCO[Mg]']",[0.21965823 0.5164854  0.21691464]
2493,0.0018385862165968337,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]CCO[Mg]', '[Mg]C(C)CO[Mg]']",[0.47226994 0.35938501 0.09831258]
2502,0.00164595516093831,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]CCO[Mg]', '[Mg]C(C)CO[Mg]']",[0.5365454  0.27219796 0.11169282]
2520,0.000364512981855057,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]C(C)CO[Mg]', '[Mg]CCC1C(N([Ca])C(C1[Mg])=O)=O']",[0.63154185 0.16527546 0.14995857]
2529,0.0008285467154315648,"['O=S(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O)=O', '[Mg]OCC[Mg]', 'Blank']",[0.60009944 0.39990056 0.        ]
2538,0.0023135878772400104,"['[Mg]Oc1c(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)cc(c2cc(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)cc2)cc1', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)c(F)c2F)c(F)c1F', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c([Mg])c(F)c2F)c(F)c1F']",[0.26437718 0.08291335 0.00176067]
2547,0.0017782794100389223,"['[Mg]Oc1c(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)cc(c2cc(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)cc2)cc1', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)c(F)c2F)c(F)c1F', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c([Mg])c(F)c2F)c(F)c1F']",[0.30214535 0.09475812 0.00201219]
2555,0.0012589254117941662,"['[Mg]Oc1c(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)cc(c2cc(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)cc2)cc1', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)c(F)c2F)c(F)c1F', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c([Mg])c(F)c2F)c(F)c1F']",[0.33991352 0.10660288 0.00226371]
2566,0.0008767120989105045,"['[Mg]Oc1c(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)cc(c2cc(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)cc2)cc1', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)c(F)c2F)c(F)c1F', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c([Mg])c(F)c2F)c(F)c1F']",[0.37768169 0.11844764 0.00251524]
2577,0.0006850369540973756,"['[Mg]Oc1c(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)cc(c2cc(C(F)(C(F)(OC(F)(C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F)F)F)F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)cc2)cc1', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c(Oc3ccc(S(=O)(c4ccc([Mg])cc4)=O)cc3)c(F)c2F)c(F)c1F', '[Mg]Oc1c(F)c(F)c(c2c(F)c(F)c([Mg])c(F)c2F)c(F)c1F']",[0.41544986 0.13029241 0.00276676]
2585,0.00043222909742808064,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1OCCO1', 'Blank']",[0.99837262 0.00162738 0.        ]
2596,0.00018682242283752347,"['O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F', 'O=C1OCCO1', 'Blank']",[0.99752432 0.00247568 0.        ]
2607,4.8e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.70093458 0.18691589 0.11214953]
2609,5.8e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.68181818 0.18181818 0.13636364]
2611,5.5e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.65934066 0.17582418 0.16483516]
2613,4.8e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.16 0.6  0.24]
2615,0.0002,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]']",[0.11764706 0.44117647 0.44117647]
2616,4.8e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.78125    0.20833333 0.01041667]
2619,1.6e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.71428571 0.19047619 0.0952381 ]
2622,5.4e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C1C(O)C(O)C(=O)N1CC([Mg])C[Mg]', '[Mg]OCC[Mg]']",[0.75 0.2  0.05]
2628,1.3e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.21052632 0.78947368 0.        ]
2668,2.9510325512852997e-08,"['O=S(=O)(F)[N-]S(=O)(=O)F', 'C[N+]1(C)CC(C[Mg])C(C[Mg])C1', 'Blank']",[0.5 0.5 0. ]
2676,8.047481741290676e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'Blank']",[0.6 0.4 0. ]
2682,1.0596367208291575e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'Blank']",[0.6 0.4 0. ]
2688,7.11542753393284e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'Blank']",[0.8 0.2 0. ]
2694,0.0006852057519694618,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'FC(F)([Mg])C[Mg]']",[0.4  0.25 0.1 ]
2700,0.00022043675030550283,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'FC(F)([Mg])C[Mg]']",[0.066 0.335 0.264]
2706,0.00017936223213020492,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'FC(F)([Mg])C[Mg]']",[0.536 0.165 0.134]
2712,4.383197099092562e-06,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'FC(F)([Mg])C[Mg]']",[0.05  0.375 0.2  ]
2718,0.00021098471814001967,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(O[Mg])OCC[Mg]', 'FC(F)([Mg])C[Mg]']",[0.3  0.25 0.2 ]
2794,0.009432330290972114,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.35194257 0.64805743 0.        ]
2800,0.019355393274472235,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.35194257 0.64805743 0.        ]
2806,0.0020883197702878443,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', '[Mg]OCC[Mg]', 'Blank']",[0.35194257 0.64805743 0.        ]
2812,0.0006226700830355086,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1ccccn1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.28087681 0.71912319 0.        ]
2822,9.156341879648923e-05,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1cccnc1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.28087681 0.71912319 0.        ]
2832,0.0002414209752629413,"['O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O', 'O=C(Nc1ccncc1)c2ccc(C([Mg])C[Mg])cc2', 'Blank']",[0.28087681 0.71912319 0.        ]
